site,year,transect,species,count
CBC30 C,2024,1,Dipl. strigosa,0
CBC30 C,2024,1,Eusmilia fast.,0
CBC30 C,2024,1,Favia fragum,0
CBC30 C,2024,1,Isophyllia,1
CBC30 C,2024,1,Helio cuc.,0
CBC30 C,2024,1,Madracis mir.,0
CBC30 C,2024,1,Madracis decac.,0
CBC30 C,2024,1,Meandrina mea.,0
CBC30 C,2024,1,M. cavernosa,1
CBC30 C,2024,1,O. faveolata,0
CBC30 C,2024,1,O. franksi,0
CBC30 C,2024,1,O. annularis,0
CBC30 C,2024,1,Mycetophyllia,0
CBC30 C,2024,1,Orbicella,0
CBC30 C,2024,1,P. astreoides,40
CBC30 C,2024,1,P. porites,0
CBC30 C,2024,1,P. furcata,0
CBC30 C,2024,1,Sid. siderea,13
CBC30 C,2024,1,Sid. radians,0
CBC30 C,2024,1,Stephanocoenia,4
CBC30 C,2024,1,tot colonies,67
CBC30 C,2024,2,Ag. agaricites,9
CBC30 C,2024,2,Ag. tenufolia,1
CBC30 C,2024,2,Ag fragilis,0
CBC30 C,2024,2,Ag humilis,1
CBC30 C,2024,2,Colpo. natans,0
CBC30 C,2024,2,Dichocoenia ,0
CBC30 C,2024,2,Dipl. clivosa,0
CBC30 C,2024,2,Dipl. labyrinth.,1
CBC30 C,2024,2,Dipl. strigosa,0
CBC30 C,2024,2,Eusmilia fast.,0
CBC30 C,2024,2,Favia fragum,0
CBC30 C,2024,2,Isophyllia,0
CBC30 C,2024,2,Helio cuc.,0
CBC30 C,2024,2,Madracis mir.,0
CBC30 C,2024,2,Madracis decac.,0
CBC30 C,2024,2,Meandrina mea.,0
CBC30 C,2024,2,M. cavernosa,0
CBC30 C,2024,2,O. faveolata,0
CBC30 C,2024,2,O. franksi,0
CBC30 C,2024,2,O. annularis,2
CBC30 C,2024,2,Mycetophyllia,0
CBC30 C,2024,2,Orbicella,0
CBC30 C,2024,2,P. astreoides,16
CBC30 C,2024,2,P. porites,0
CBC30 C,2024,2,P. furcata,0
CBC30 C,2024,2,Sid. siderea,12
CBC30 C,2024,2,Sid. radians,0
CBC30 C,2024,2,Stephanocoenia,3
CBC30 C,2024,2,tot colonies,45
CBC30 S,2024,1,Ag. agaricites,7
CBC30 S,2024,1,Ag. tenufolia,0
CBC30 S,2024,1,Ag fragilis,0
CBC30 S,2024,1,Ag humilis,0
CBC30 S,2024,1,Colpo. natans,0
CBC30 S,2024,1,Dichocoenia ,0
CBC30 S,2024,1,Dipl. clivosa,0
CBC30 S,2024,1,Dipl. labyrinth.,0
CBC30 S,2024,1,Dipl. strigosa,1
CBC30 S,2024,1,Eusmilia fast.,0
CBC30 S,2024,1,Favia fragum,0
CBC30 S,2024,1,Isophyllia,0
CBC30 S,2024,1,Helio cuc.,0
CBC30 S,2024,1,Madracis mir.,0
CBC30 S,2024,1,Madracis decac.,0
CBC30 S,2024,1,Meandrina mea.,0
CBC30 S,2024,1,M. cavernosa,4
CBC30 S,2024,1,O. faveolata,4
CBC30 S,2024,1,O. franksi,0
CBC30 S,2024,1,O. annularis,0
CBC30 S,2024,1,Mycetophyllia,0
CBC30 S,2024,1,Orbicella,0
CBC30 S,2024,1,P. astreoides,21
CBC30 S,2024,1,P. porites,1
CBC30 S,2024,1,P. furcata,0
CBC30 S,2024,1,Sid. siderea,17
CBC30 S,2024,1,Sid. radians,0
CBC30 S,2024,1,Stephanocoenia,13
CBC30 S,2024,1,tot colonies,68
CBC30 S,2024,2,Ag. agaricites,18
CBC30 S,2024,2,Ag. tenufolia,1
CBC30 S,2024,2,Ag fragilis,0
CBC30 S,2024,2,Ag humilis,8
CBC30 S,2024,2,Colpo. natans,0
CBC30 S,2024,2,Dichocoenia ,0
CBC30 S,2024,2,Dipl. clivosa,0
CBC30 S,2024,2,Dipl. labyrinth.,0
CBC30 S,2024,2,Dipl. strigosa,1
CBC30 S,2024,2,Eusmilia fast.,0
CBC30 S,2024,2,Favia fragum,0
CBC30 S,2024,2,Isophyllia,0
CBC30 S,2024,2,Helio cuc.,0
CBC30 S,2024,2,Madracis mir.,0
CBC30 S,2024,2,Madracis decac.,1
CBC30 S,2024,2,Meandrina mea.,0
CBC30 S,2024,2,M. cavernosa,1
CBC30 S,2024,2,O. faveolata,1
CBC30 S,2024,2,O. franksi,0
CBC30 S,2024,2,O. annularis,0
CBC30 S,2024,2,Mycetophyllia,0
CBC30 S,2024,2,Orbicella,0
CBC30 S,2024,2,P. astreoides,25
CBC30 S,2024,2,P. porites,5
CBC30 S,2024,2,P. furcata,0
CBC30 S,2024,2,Sid. siderea,27
CBC30 S,2024,2,Sid. radians,0
CBC30 S,2024,2,Stephanocoenia,6
CBC30 S,2024,2,tot colonies,94
Southwater,2024,1,Ag. agaricites,15
Southwater,2024,1,Ag. tenufolia,0
Southwater,2024,1,Ag fragilis,0
Southwater,2024,1,Ag humilis,3
Southwater,2024,1,Colpo. natans,0
Southwater,2024,1,Dichocoenia ,0
Southwater,2024,1,Dipl. clivosa,0
Southwater,2024,1,Dipl. labyrinth.,0
Southwater,2024,1,Dipl. strigosa,2
Southwater,2024,1,Eusmilia fast.,0
Southwater,2024,1,Favia fragum,0
Southwater,2024,1,Isophyllia,0
Southwater,2024,1,Helio cuc.,0
Southwater,2024,1,Madracis mir.,0
Southwater,2024,1,Madracis decac.,0
Southwater,2024,1,Meandrina mea.,0
Southwater,2024,1,M. cavernosa,4
Southwater,2024,1,O. faveolata,1
Southwater,2024,1,O. franksi,0
Southwater,2024,1,O. annularis,0
Southwater,2024,1,Mycetophyllia,0
Southwater,2024,1,Orbicella,0
Southwater,2024,1,P. astreoides,36
Southwater,2024,1,P. porites,0
Southwater,2024,1,P. furcata,0
Southwater,2024,1,Sid. siderea,25
Southwater,2024,1,Sid. radians,0
Southwater,2024,1,Stephanocoenia,9
Southwater,2024,1,tot colonies,95
Southwater,2024,2,Ag. agaricites,5
Southwater,2024,2,Ag. tenufolia,1
Southwater,2024,2,Ag fragilis,0
Southwater,2024,2,Ag humilis,9
Southwater,2024,2,Colpo. natans,0
Southwater,2024,2,Dichocoenia ,2
Southwater,2024,2,Dipl. clivosa,0
Southwater,2024,2,Dipl. labyrinth.,0
Southwater,2024,2,Dipl. strigosa,1
Southwater,2024,2,Eusmilia fast.,0
Southwater,2024,2,Favia fragum,0
Southwater,2024,2,Isophyllia,0
Southwater,2024,2,Helio cuc.,0
Southwater,2024,2,Madracis mir.,1
Southwater,2024,2,Madracis decac.,0
Southwater,2024,2,Meandrina mea.,0
Southwater,2024,2,M. cavernosa,4
Southwater,2024,2,O. faveolata,0
Southwater,2024,2,O. franksi,0
Southwater,2024,2,O. annularis,4
Southwater,2024,2,Mycetophyllia,0
Southwater,2024,2,Orbicella,0
Southwater,2024,2,P. astreoides,31
Southwater,2024,2,P. porites,0
Southwater,2024,2,P. furcata,0
Southwater,2024,2,Sid. siderea,12
Southwater,2024,2,Sid. radians,0
Southwater,2024,2,Stephanocoenia,6
Southwater,2024,2,tot colonies,76
CBC Lagoon,2024,1,Ag. agaricites,0
CBC Lagoon,2024,1,Ag. tenufolia,9
CBC Lagoon,2024,1,Ag fragilis,0
CBC Lagoon,2024,1,Ag humilis,2
CBC Lagoon,2024,1,Colpo. natans,0
CBC Lagoon,2024,1,Dichocoenia ,0
CBC Lagoon,2024,1,Dipl. clivosa,0
CBC Lagoon,2024,1,Dipl. labyrinth.,0
CBC Lagoon,2024,1,Dipl. strigosa,3
CBC Lagoon,2024,1,Eusmilia fast.,0
CBC Lagoon,2024,1,Favia fragum,0
CBC Lagoon,2024,1,Isophyllia,0
CBC Lagoon,2024,1,Helio cuc.,0
CBC Lagoon,2024,1,Madracis mir.,0
CBC Lagoon,2024,1,Madracis decac.,0
CBC Lagoon,2024,1,Meandrina mea.,0
CBC Lagoon,2024,1,M. cavernosa,1
CBC Lagoon,2024,1,O. faveolata,0
CBC Lagoon,2024,1,O. franksi,0
CBC Lagoon,2024,1,O. annularis,0
CBC Lagoon,2024,1,Mycetophyllia,0
CBC Lagoon,2024,1,Orbicella,0
CBC Lagoon,2024,1,P. astreoides,43
CBC Lagoon,2024,1,P. porites,11
CBC Lagoon,2024,1,P. furcata,0
CBC Lagoon,2024,1,Sid. siderea,5
CBC Lagoon,2024,1,Sid. radians,0
CBC Lagoon,2024,1,Stephanocoenia,1
CBC Lagoon,2024,1,tot colonies,75
CBC Lagoon,2024,2,Ag. agaricites,6
CBC Lagoon,2024,2,Ag. tenufolia,0
CBC Lagoon,2024,2,Ag fragilis,0
CBC Lagoon,2024,2,Ag humilis,1
CBC Lagoon,2024,2,Colpo. natans,0
CBC Lagoon,2024,2,Dichocoenia ,0
CBC Lagoon,2024,2,Dipl. clivosa,0
CBC Lagoon,2024,2,Dipl. labyrinth.,0
CBC Lagoon,2024,2,Dipl. strigosa,1
CBC Lagoon,2024,2,Eusmilia fast.,0
CBC Lagoon,2024,2,Favia fragum,0
CBC Lagoon,2024,2,Isophyllia,0
CBC Lagoon,2024,2,Helio cuc.,0
CBC Lagoon,2024,2,Madracis mir.,0
CBC Lagoon,2024,2,Madracis decac.,0
CBC Lagoon,2024,2,Meandrina mea.,0
CBC Lagoon,2024,2,M. cavernosa,6
CBC Lagoon,2024,2,O. faveolata,0
CBC Lagoon,2024,2,O. franksi,0
CBC Lagoon,2024,2,O. annularis,0
CBC Lagoon,2024,2,Mycetophyllia,0
CBC Lagoon,2024,2,Orbicella,0
CBC Lagoon,2024,2,P. astreoides,26
CBC Lagoon,2024,2,P. porites,2
CBC Lagoon,2024,2,P. furcata,0
CBC Lagoon,2024,2,Sid. siderea,13
CBC Lagoon,2024,2,Sid. radians,0
CBC Lagoon,2024,2,Stephanocoenia,3
CBC Lagoon,2024,2,tot colonies,58
